Brain name,Time to update policy,Time since start of training,Time for last experience collection,Number of experiences used for training,Mean return
SaverLearning,3.080,1958.502,0.919,163,0.863
SaverLearning,2.998,1962.522,0.980,161,0.863
SaverLearning,3.066,1966.603,0.972,164,0.863
SaverLearning,3.085,1970.573,0.846,162,0.864
SaverLearning,3.060,1974.611,0.936,164,0.864
SaverLearning,3.065,1978.590,0.875,161,0.864
SaverLearning,3.025,1982.955,1.279,162,0.863
SaverLearning,3.008,1987.311,1.284,161,0.863
SaverLearning,3.057,1991.679,1.253,162,0.863
SaverLearning,3.069,1996.177,1.364,163,0.863
SaverLearning,3.088,2000.555,1.238,162,0.863
SaverLearning,3.092,2004.903,1.205,161,0.863
SaverLearning,3.063,2009.307,1.285,161,0.863
SaverLearning,3.135,2013.645,1.152,165,0.863
SaverLearning,3.076,2017.915,1.143,162,0.862
SaverLearning,3.043,2022.133,1.124,161,0.862
SaverLearning,3.072,2026.490,1.233,162,0.862
SaverLearning,3.065,2030.722,1.118,164,0.862
SaverLearning,3.066,2034.902,1.063,162,0.862
SaverLearning,3.058,2039.097,1.088,161,0.862
SaverLearning,3.030,2043.166,0.993,161,0.862
SaverLearning,3.063,2047.383,1.102,162,0.862
SaverLearning,3.006,2051.437,1.002,162,0.862
SaverLearning,3.031,2055.522,1.010,162,0.862
SaverLearning,3.092,2059.731,1.066,161,0.862
SaverLearning,3.123,2063.887,0.982,164,0.862
SaverLearning,3.081,2068.091,1.076,163,0.862
SaverLearning,3.061,2072.273,1.073,165,0.862
SaverLearning,3.085,2076.461,1.055,161,0.862
SaverLearning,3.027,2080.548,1.016,162,0.863
SaverLearning,3.094,2084.605,0.922,161,0.863
SaverLearning,3.091,2088.696,0.958,162,0.863
SaverLearning,3.028,2092.706,0.939,162,0.863
SaverLearning,3.060,2096.750,0.939,161,0.863
SaverLearning,3.035,2100.866,1.033,162,0.863
SaverLearning,3.029,2104.940,0.998,162,0.863
SaverLearning,2.990,2108.895,0.922,162,0.863
SaverLearning,3.036,2112.899,0.923,162,0.864
SaverLearning,3.100,2117.019,0.976,162,0.864
SaverLearning,3.076,2121.133,0.988,161,0.864
SaverLearning,3.054,2125.303,1.064,164,0.864
SaverLearning,3.080,2129.374,0.944,163,0.864
SaverLearning,3.032,2133.460,1.007,164,0.864
SaverLearning,3.082,2137.522,0.936,162,0.864
SaverLearning,3.076,2141.535,0.899,162,0.864
SaverLearning,3.035,2145.535,0.922,161,0.864
SaverLearning,3.122,2149.680,0.980,164,0.864
SaverLearning,3.057,2153.769,0.989,165,0.864
SaverLearning,3.136,2157.843,0.899,162,0.864
SaverLearning,3.089,2161.914,0.939,167,0.864
SaverLearning,3.088,2165.917,0.873,161,0.864
SaverLearning,3.073,2169.888,0.859,161,0.865
SaverLearning,3.117,2173.961,0.918,162,0.865
SaverLearning,3.100,2177.958,0.856,161,0.865
SaverLearning,3.090,2181.983,0.892,161,0.865
SaverLearning,3.111,2185.912,0.782,162,0.865
SaverLearning,3.072,2189.933,0.908,161,0.865
SaverLearning,3.039,2193.892,0.878,161,0.865
SaverLearning,3.054,2197.860,0.871,162,0.866
